collection_received_date,shipment_number,isolation_box_number,position in box,s_label,proliferating,strip_tube_number,strip_tube_position,lysis_date,ssu_pcr_date,ITS2_pcr_date,gel_number,gel_position,ITS2_pcr_product,rhabditid_pcr_product,species_id,MCLab Sequencing Positions,notes,manual_blast_notes,ECA_dirty,ECA_clean
12/11/19,1,,,S-10461,1,15,6,12/17/19,12/18/19,12/18/19,3,B11,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10462,1,15,7,12/17/19,12/18/19,12/18/19,3,B13,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10463,1,15,8,12/17/19,12/18/19,12/18/19,3,B15,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10464,1,15,9,12/17/19,12/18/19,12/18/19,3,B17,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10465,1,15,10,12/17/19,12/18/19,12/18/19,3,B19,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10466,1,15,11,12/17/19,12/18/19,12/18/19,3,B21,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10467,1,15,12,12/17/19,12/18/19,12/18/19,3,B23,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10468,1,16,2,12/17/19,12/18/19,12/18/19,3,B4,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10469,1,16,3,12/17/19,12/18/19,12/18/19,3,B6,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10470,1,16,4,12/17/19,12/18/19,12/18/19,3,B8,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10471,1,16,5,12/17/19,12/18/19,12/18/19,3,B10,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10472,1,16,6,12/17/19,12/18/19,12/18/19,3,B12,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10473,1,16,7,12/17/19,12/18/19,12/18/19,3,B14,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10474,1,16,8,12/17/19,12/18/19,12/18/19,3,B16,1,1,C. briggsae,C6,,,,
12/11/19,1,,,S-10475,1,16,9,12/17/19,12/18/19,12/18/19,3,B18,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10476,1,16,10,12/17/19,12/18/19,12/18/19,3,B20,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10477,1,16,11,12/17/19,12/18/19,12/18/19,3,B22,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10478,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10479,1,16,12,12/17/19,12/18/19,12/18/19,3,B24,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10480,1,17,2,12/17/19,12/18/19,12/18/19,4,A3,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10481,1,17,3,12/17/19,12/18/19,12/18/19,4,A5,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10482,1,17,4,12/17/19,12/18/19,12/18/19,4,A7,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10483,1,17,5,12/17/19,12/18/19,12/18/19,4,A9,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10484,1,17,6,12/17/19,12/18/19,12/18/19,4,A11,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10485,1,17,7,12/17/19,12/18/19,12/18/19,4,A13,1,1,C. briggsae,D6,,,,
12/11/19,1,,,S-10486,1,17,8,12/17/19,12/18/19,12/18/19,4,A15,1,1,NA,E6,,Needs to be redone,,
12/11/19,1,,,S-10487,1,17,9,12/17/19,12/18/19,12/18/19,4,A17,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10488,1,17,10,12/17/19,12/18/19,12/18/19,4,A19,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10489,1,17,11,12/17/19,12/18/19,12/18/19,4,A21,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10490,1,17,12,12/17/19,12/18/19,12/18/19,4,A23,1,1,C. briggsae,F6,,,,
12/11/19,1,,,S-10491,1,18,2,12/17/19,12/18/19,12/18/19,4,A4,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10492,1,18,3,12/17/19,12/18/19,12/18/19,4,A6,1,1,C. briggsae,G6,,,,
12/11/19,1,,,S-10493,1,18,4,12/17/19,12/18/19,12/18/19,4,A8,1,1,C. briggsae,H6,,,,
12/11/19,1,,,S-10494,1,18,5,12/17/19,12/18/19,12/18/19,4,A10,1,1,C. briggsae,A7,,,,
12/11/19,1,,,S-10495,1,18,6,12/17/19,12/18/19,12/18/19,4,A12,1,1,C. briggsae,B7,,,,
12/11/19,1,,,S-10496,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10497,1,18,7,12/17/19,12/18/19,12/18/19,4,A14,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10498,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10499,1,18,8,12/17/19,12/18/19,12/18/19,4,A16,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10500,1,18,9,12/17/19,12/18/19,12/18/19,4,A18,1,1,C. briggsae,C7,,,,
12/11/19,1,,,S-10501,1,18,10,12/17/19,12/18/19,12/18/19,4,A20,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10502,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10503,1,18,11,12/17/19,12/18/19,12/18/19,4,A22,1,1,C. briggsae,D7,,,,
12/11/19,1,,,S-10504,1,18,12,12/17/19,12/18/19,12/18/19,4,A24,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10505,1,19,2,12/17/19,12/18/19,12/18/19,4,B3,1,1,C. briggsae,E7,,,,
12/11/19,1,,,S-10506,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10507,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10508,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10509,1,19,3,12/17/19,12/18/19,12/18/19,4,B5,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10510,1,19,4,12/17/19,12/18/19,12/18/19,4,B7,1,1,C. oiwi,F7,,,,
12/11/19,1,,,S-10511,1,19,5,12/17/19,12/18/19,12/18/19,4,B9,1,1,C. oiwi,G7,,,,
12/11/19,1,,,S-10512,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10513,1,19,6,12/17/19,12/18/19,12/18/19,4,B11,1,1,C. oiwi,H7,,,,
12/11/19,1,,,S-10514,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10515,1,19,7,12/17/19,12/18/19,12/18/19,4,B13,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10516,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10517,1,19,8,12/17/19,12/18/19,12/18/19,4,B15,1,1,C. briggsae,A8,,,,
12/11/19,1,,,S-10518,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10519,1,19,9,12/17/19,12/18/19,12/18/19,4,B17,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10520,1,19,10,12/17/19,12/18/19,12/18/19,4,B19,1,1,C. oiwi,B8,,,,
12/11/19,1,,,S-10521,1,19,11,12/17/19,12/18/19,12/18/19,4,B21,1,1,C. briggsae,C8,,,,
12/11/19,1,,,S-10522,1,19,12,12/17/19,12/18/19,12/18/19,4,B23,1,1,C. briggsae,D8,,,,
12/11/19,1,,,S-10523,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10524,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10525,1,20,2,12/17/19,12/18/19,12/18/19,4,B4,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10526,1,20,3,12/17/19,12/18/19,12/18/19,4,B6,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10527,1,20,4,12/17/19,12/18/19,12/18/19,4,B8,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10528,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10529,1,20,5,12/17/19,12/18/19,12/18/19,4,B10,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10530,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10531,1,20,6,12/17/19,12/18/19,12/18/19,4,B12,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10532,1,20,7,12/17/19,12/18/19,12/18/19,4,B14,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10533,1,20,8,12/17/19,12/18/19,12/18/19,4,B16,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10534,1,20,9,12/17/19,12/18/19,12/18/19,4,B18,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10535,1,20,10,12/17/19,12/18/19,12/18/19,4,B20,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10536,1,20,11,12/17/19,12/18/19,12/18/19,4,B22,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10537,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10538,1,20,12,12/17/19,12/18/19,12/18/19,4,B24,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10539,1,21,2,12/17/19,12/18/19,12/18/19,4,C3,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10540,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10541,1,21,3,12/17/19,12/18/19,12/18/19,4,C5,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10542,1,21,4,12/17/19,12/18/19,12/18/19,4,C7,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10543,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10544,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10545,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10546,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10547,1,21,5,12/17/19,12/18/19,12/18/19,4,C9,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10548,1,21,6,12/17/19,12/18/19,12/18/19,4,C11,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10549,1,21,7,12/17/19,12/18/19,12/18/19,4,C13,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10550,1,21,8,12/17/19,12/18/19,12/18/19,4,C15,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10551,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10552,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10553,1,21,9,12/17/19,12/18/19,12/18/19,4,C17,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10554,1,21,10,12/17/19,12/18/19,12/18/19,4,C9,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10555,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10556,1,21,11,12/17/19,12/18/19,12/18/19,4,C21,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10557,1,21,12,12/17/19,12/18/19,12/18/19,4,C23,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10558,1,22,2,12/17/19,12/18/19,12/18/19,4,C4,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10559,1,22,3,12/17/19,12/18/19,12/18/19,4,C6,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10560,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10561,1,22,4,12/17/19,12/18/19,12/18/19,4,C8,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10562,1,22,5,12/17/19,12/18/19,12/18/19,4,C10,1,1,O. sp. AH13,E8,,,,
12/11/19,1,,,S-10563,1,22,6,12/17/19,12/18/19,12/18/19,4,C12,1,1,O. sp. AH13,F8,,,,
12/11/19,1,,,S-10564,1,22,7,12/17/19,12/18/19,12/18/19,4,C14,1,1,O. sp. AH13,G8,,,,
12/11/19,1,,,S-10565,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10566,1,22,8,12/17/19,12/18/19,12/18/19,4,C16,1,1,O. sp. AH13,H8,,,,
12/11/19,1,,,S-10567,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10568,1,22,9,12/17/19,12/18/19,12/18/19,4,C18,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10569,1,22,10,12/17/19,12/18/19,12/18/19,4,C20,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10570,1,22,11,12/17/19,12/18/19,12/18/19,4,C22,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10571,1,22,12,12/17/19,12/18/19,12/18/19,4,C24,1,1,O. sp. AH13,A9,,,,
12/11/19,1,,,S-10572,1,23,2,12/17/19,12/18/19,12/18/19,4,D3,1,1,O. sp. AH13,B9,,,,
12/11/19,1,,,S-10573,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10574,1,23,3,12/17/19,12/18/19,12/18/19,4,D5,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10575,1,23,4,12/17/19,12/18/19,12/18/19,4,D7,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10576,1,23,5,12/17/19,12/18/19,12/18/19,4,D9,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10577,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10578,1,23,6,12/17/19,12/18/19,12/18/19,4,D11,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10579,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10580,1,23,7,12/17/19,12/18/19,12/18/19,4,D13,1,1,C. oiwi,C9,,,,
12/11/19,1,,,S-10581,1,23,8,12/17/19,12/18/19,12/18/19,4,D15,1,1,C. briggsae,D9,,,,
12/11/19,1,,,S-10582,1,23,9,12/17/19,12/18/19,12/18/19,4,D17,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10583,1,23,10,12/17/19,12/18/19,12/18/19,4,D19,1,1,C. briggsae,E9,,,,
12/11/19,1,,,S-10584,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10585,1,23,11,12/17/19,12/18/19,12/18/19,4,D21,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10586,1,23,12,12/17/19,12/18/19,12/18/19,4,D23,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10587,1,24,2,12/17/19,12/18/19,12/18/19,4,D4,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10588,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10589,1,24,3,12/17/19,12/18/19,12/18/19,4,D6,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10590,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10591,1,24,4,12/17/19,12/18/19,12/18/19,4,D8,1,1,NA,F9,,,,
12/11/19,1,,,S-10592,1,24,5,12/17/19,12/18/19,12/18/19,4,D10,1,1,C. oiwi,G9,,,,
12/11/19,1,,,S-10593,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10594,1,24,6,12/17/19,12/18/19,12/18/19,4,D12,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10595,1,24,7,12/17/19,12/18/19,12/18/19,4,D14,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10596,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10597,1,24,8,12/17/19,12/18/19,12/18/19,4,D16,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10598,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10599,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10600,1,24,9,12/17/19,12/18/19,12/18/19,4,D18,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10601,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10602,1,24,10,12/17/19,12/18/19,12/18/19,4,D20,1,1,C. briggsae,H9,,,,
12/11/19,1,,,S-10603,1,24,11,12/17/19,12/18/19,12/18/19,4,D22,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10604,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10605,1,24,12,12/17/19,12/18/19,12/18/19,4,D24,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10606,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10607,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10608,1,1,2,12/17/19,12/18/19,12/18/19,5,A3,0,1,#N/A,,Loraina performed lysis from this sample until S-10754.,#N/A,,
12/11/19,1,,,S-10609,1,1,3,12/17/19,12/18/19,12/18/19,5,A5,1,1,C. oiwi,A10,,,,
12/11/19,1,,,S-10610,1,1,4,12/17/19,12/18/19,12/18/19,5,A7,1,1,C. briggsae,B10,,,,
12/11/19,1,,,S-10611,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10612,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10613,1,1,5,12/17/19,12/18/19,12/18/19,5,A9,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10614,1,1,6,12/17/19,12/18/19,12/18/19,5,A11,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10615,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10616,1,1,7,12/17/19,12/18/19,12/18/19,5,A13,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10617,1,1,8,12/17/19,12/18/19,12/18/19,5,A15,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10618,1,1,9,12/17/19,12/18/19,12/18/19,5,A17,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10619,1,1,10,12/17/19,12/18/19,12/18/19,5,A19,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10620,1,1,11,12/17/19,12/18/19,12/18/19,5,A21,1,1,C. briggsae,C10,,,,
12/11/19,1,,,S-10621,1,1,12,12/17/19,12/18/19,12/18/19,5,A23,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10622,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10623,1,2,2,12/17/19,12/18/19,12/18/19,5,A4,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10624,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10625,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10625,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10626,1,2,3,12/17/19,12/18/19,12/18/19,5,A6,1,1,C. tropicalis,D10,,,,
12/11/19,1,,,S-10627,1,2,4,12/17/19,12/18/19,12/18/19,5,A8,1,1,C. tropicalis,E10,,,,
12/11/19,1,,,S-10628,1,2,5,12/17/19,12/18/19,12/18/19,5,A10,1,1,C. tropicalis,F10,,,,
12/11/19,1,,,S-10629,1,2,6,12/17/19,12/18/19,12/18/19,5,A12,1,1,C. tropicalis,G10,,,,
12/11/19,1,,,S-10630,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10631,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10632,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10633,1,2,7,12/17/19,12/18/19,12/18/19,5,A14,1,1,C. briggsae,H10,,,,
12/11/19,1,,,S-10634,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10635,1,2,8,12/17/19,12/18/19,12/18/19,5,A16,1,1,C. briggsae,A11,,,,
12/11/19,1,,,S-10636,1,2,9,12/17/19,12/18/19,12/18/19,5,A18,1,1,C. briggsae,B11,,,,
12/11/19,1,,,S-10637,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10638,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10639,1,2,10,12/17/19,12/18/19,12/18/19,5,A20,1,1,C. briggsae,C11,,,,
12/11/19,1,,,S-10640,1,2,11,12/17/19,12/18/19,12/18/19,5,A22,1,1,C. briggsae,D11,,,,
12/11/19,1,,,S-10641,1,2,12,12/17/19,12/18/19,12/18/19,5,A24,1,1,C. briggsae,E11,,,,
12/11/19,1,,,S-10642,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10643,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10644,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10645,1,3,2,12/17/19,12/18/19,12/18/19,5,B3,1,1,C. tropicalis,F11,,,,
12/11/19,1,,,S-10646,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10647,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10648,1,3,3,12/17/19,12/18/19,12/18/19,5,B5,1,1,C. briggsae,G11,,,,
12/11/19,1,,,S-10649,1,3,4,12/17/19,12/18/19,12/18/19,5,B7,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10650,1,3,5,12/17/19,12/18/19,12/18/19,5,B9,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10651,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10652,1,3,6,12/17/19,12/18/19,12/18/19,5,B11,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10653,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10654,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10655,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10656,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10657,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10658,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10659,1,3,7,12/17/19,12/18/19,12/18/19,5,B13,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10660,1,3,8,12/17/19,12/18/19,12/18/19,5,B15,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10661,1,3,9,12/17/19,12/18/19,12/18/19,5,B17,1,1,C. tropicalis,H11,,Has a few bp differences in the middle of the ITS2,,
12/11/19,1,,,S-10662,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10663,1,3,10,12/17/19,12/18/19,12/18/19,5,B19,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10664,1,3,11,12/17/19,12/18/19,12/18/19,5,B21,1,1,C. briggsae,A12,,,,
12/11/19,1,,,S-10665,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10666,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10667,1,3,12,12/17/19,12/18/19,12/18/19,5,B23,1,1,C. briggsae,B12,,,,
12/11/19,1,,,S-10668,1,4,2,12/17/19,12/18/19,12/18/19,5,B4,1,1,C. briggsae,C12,,,,
12/11/19,1,,,S-10669,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10670,1,4,3,12/17/19,12/18/19,12/18/19,5,B6,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10671,1,4,4,12/17/19,12/18/19,12/18/19,5,B8,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10672,1,4,5,12/17/19,12/18/19,12/18/19,5,B10,1,1,C. tropicalis,D12,,Has a few bp differences in the middle of the ITS2,,
12/11/19,1,,,S-10673,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10674,1,4,6,12/17/19,12/18/19,12/18/19,5,B12,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10675,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10676,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10677,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10678,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10679,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10680,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10681,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10682,1,4,7,12/17/19,12/18/19,12/18/19,5,B14,1,1,NA,E12,,no significant match; redo,,
12/11/19,1,,,S-10683,1,4,8,12/17/19,12/18/19,12/18/19,5,B16,1,1,NA,F12,,no significant match; redo,,
12/11/19,1,,,S-10684,1,4,9,12/17/19,12/18/19,12/18/19,5,B18,1,1,C. briggsae,G12,,,,
12/11/19,1,,,S-10685,1,4,10,12/17/19,12/18/19,12/18/19,5,B20,1,1,C. briggsae,H12,,,,
12/11/19,1,,,S-10686,1,4,11,12/17/19,12/18/19,12/18/19,5,B22,1,1,C. briggsae,A1,,,,
12/11/19,1,,,S-10687,1,4,12,12/17/19,12/18/19,12/18/19,5,B24,1,1,C. briggsae,B1,,,,
12/11/19,1,,,S-10688,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10689,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10690,1,5,2,12/17/19,12/18/19,12/18/19,5,C3,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10691,1,5,3,12/17/19,12/18/19,12/18/19,5,C5,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10692,1,5,4,12/17/19,12/18/19,12/18/19,5,C7,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10693,1,5,5,12/17/19,12/18/19,12/18/19,5,C9,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10694,1,5,6,12/17/19,12/18/19,12/18/19,5,C11,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10695,1,5,7,12/17/19,12/18/19,12/18/19,5,C13,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10696,1,5,8,12/17/19,12/18/19,12/18/19,5,C15,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10697,1,5,9,12/17/19,12/18/19,12/18/19,5,C17,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10698,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10699,1,5,10,12/17/19,12/18/19,12/18/19,5,C9,1,1,C. briggsae,C1,,"short sequence region, though. redo?",,
12/11/19,1,,,S-10700,1,5,11,12/17/19,12/18/19,12/18/19,5,C21,1,1,C. oiwi,D1,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10701,1,5,12,12/17/19,12/18/19,12/18/19,5,C23,1,1,C. oiwi,E1,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10702,1,6,2,12/17/19,12/18/19,12/18/19,5,C4,1,1,C. oiwi,F1,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10703,1,6,3,12/17/19,12/18/19,12/18/19,5,C6,1,1,C. oiwi,G1,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10704,1,6,4,12/17/19,12/18/19,12/18/19,5,C8,1,1,C. oiwi,H1,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10707,1,6,5,12/17/19,12/18/19,12/18/19,5,C10,1,1,C. briggsae,A2,,,,
12/11/19,1,,,S-10708,1,6,6,12/17/19,12/18/19,12/18/19,5,C12,1,1,C. briggsae,B2,,,,
12/11/19,1,,,S-10709,1,6,7,12/17/19,12/18/19,12/18/19,5,C14,1,1,C. briggsae,C2,,,,
